time,Virginia,California,Florida,New York,Alaska,Texas,North Carolina,Michigan,Rhode Island,New Hampshire,New Jersey,Illinois,the District of Columbia,Georgia,Alabama,Arizona,Washington,Hawaii,Massachusetts,Arkansas,Colorado,Nevada,Tennessee,South Carolina,Maryland,Minnesota,Wisconsin,Nebraska,Utah,Oregon,Iowa,Vermont,Connecticut,Oklahoma,Kentucky,Missouri,Idaho,Ohio,Indiana,Wyoming,New Mexico,West Virginia,Kansas,South Dakota,Maine,Mississippi,Pennsylvania,North Dakota,Montana,Delaware,Louisiana
11/1/2002,153931.4202,267655.0215,136026.3146,193619.7888,168393.5656,116556.6624,138288.6923,133973.1131,187787.082,185709.6009,229595.0796,155950.9081,222438.3749,143477.4717,107228.0753,155161.6183,196192.1172,233784.2249,278688.5229,95079.47698,216003.0639,178579.1134,117676.3825,123505.4539,186490.6959,167344.8298,135889.774,111149.2424,178275.006,167662.8034,101646.8368,140770.7113,210051.9248,90588.41389,94098.76385,114225.636,131710.7335,116996.6412,102952.1417,143279.6781,134246.0992,81732.12646,97783.43372,111867.3473,142591.0994,94317.64029,114884.202,,,173446.1393,116801.722
12/1/2002,155142.2189,271151.2602,137241.6701,195307.3287,168991.4427,116846.0769,138528.7773,134399.7806,190394.3777,187869.6271,232562.4855,156806.6034,226114.1442,143834.6349,107506.1205,155869.733,196659.3764,235716.7366,282500.7588,95442.73701,216275.58,179797.4801,117936.4018,123830.5172,188349.633,168650.9326,136553.438,111518.4092,178039.0177,168317.9884,102069.8341,141612.8079,212476.0958,90845.82661,94338.32516,114830.1014,131876.7955,117369.3423,103224.6154,143504.0875,134561.1465,81920.39383,98333.39216,111986.1987,143828.628,94610.45306,115569.6563,,,174682.2561,117289.8054
1/1/2003,156205.7388,274240.5834,138439.787,196955.6586,169389.4352,117067.9932,138761.6686,134800.5866,192814.1121,189933.125,235403.2774,157484.9026,229435.4885,144137.6854,107747.7364,156531.7622,197185.8312,237747.9145,285580.8829,95693.53654,216365.9884,180999.607,118128.9476,124149.601,190088.9028,169964.8228,137102.6662,111917.8649,177871.5473,168945.6565,102435.5019,142458.7371,214502.3813,91076.09334,94552.31171,115352.2743,132003.0642,117710.3206,103314.1082,143844.0121,134882.0573,82024.22494,98913.2885,112440.1292,145168.6543,94760.9378,116226.2526,,,175978.2169,117782.3028
2/1/2003,157278.6452,277120.7974,139671.0216,198559.2977,169649.7826,117214.4623,138974.5298,135149.8504,195379.7159,192010.2577,238157.76,158332.0776,232295.2441,144415.8529,108020.2621,157234.7923,197708.0018,240196.4258,288410.6681,95958.60174,216416.495,182188.913,118348.7887,124496.6783,191856.6485,171167.2808,137618.3054,112321.9453,177827.4597,169513.1572,102743.241,143352.8027,216043.9614,91308.31637,94779.23697,115868.9214,132193.9989,118022.7573,103326.3406,144232.6836,135127.8393,82303.07795,99208.78168,113265.4026,146442.5489,94890.46026,116886.7029,,,177375.603,118212.8992
3/1/2003,158418.1015,280171.6784,140933.6017,200270.6352,169817.4704,117380.0246,139172.9648,135361.7183,198146.9908,194135.6518,240836.4014,159139.7251,234930.0438,144719.1572,108299.5874,157881.4217,198515.6406,243167.2487,291226.9792,96221.55078,216693.2372,183490.4827,118556.8787,124832.8002,193625.8815,172261.3476,138191.5659,112781.7123,177772.2934,170121.9666,102974.8615,144253.357,217706.2756,91560.51348,95018.22638,116371.8324,132284.3552,118305.9053,103286.898,144535.5734,135318.1899,82662.43821,99203.25753,113822.2419,147593.3721,95077.86187,117517.973,,,178846.9376,118538.4502
4/1/2003,159745.6988,283717.9024,142340.2997,201956.7949,170216.7598,117574.2306,139340.4067,135557.91,201050.6079,196103.2594,243493.1615,160035.6102,237895.3017,145023.1074,108644.5158,158599.9749,199412.9701,246208.0032,294280.8415,96546.65841,217030.353,184843.1964,118806.1708,125100.7886,195557.8719,173298.3285,138808.6238,113185.4738,177901.9565,170797.1693,103208.055,145104.417,219592.7326,91859.4687,95271.69855,116880.9891,132631.7321,118599.4683,103325.8775,144903.8483,135450.8301,83059.9396,98871.67626,114081.4152,148541.0168,95345.37427,118185.3829,,,180392.1913,118659.6008
5/1/2003,161207.88,287656.2225,143826.154,203682.3268,170997.2751,117794.5644,139536.4404,135899.2657,204196.45,198207.86,246263.9334,160873.0422,241067.8291,145324.6351,108951.5063,159342.1642,200539.4258,249443.954,297341.8671,96940.41371,217284.8753,186417.0425,119077.4572,125372.1417,197699.471,174472.8494,139580.8644,113695.398,178063.9164,171580.5762,103459.2645,145998.5646,221892.6404,92137.27127,95533.06308,117447.6335,133065.0598,118913.7002,103487.0191,145653.2689,135647.7366,83450.08227,98661.83338,113906.0119,149795.7628,95616.92653,119002.3225,,,182003.6757,118684.9034
6/1/2003,162759.7059,291299.0462,145300.4583,205393.5983,172115.3149,118016.6075,139733.4264,136380.6128,207620.8887,200228.9234,249251.4417,161695.2184,244361.195,145610.571,109229.6172,160162.7663,201669.5673,252837.1904,300124.0742,97363.11067,217410.6261,187999.9685,119385.1822,125687.4065,200153.0522,175624.9821,140443.6445,114124.9292,178384.4206,172462.1261,103760.7414,146950.0401,224277.4439,92385.33854,95796.29318,118089.7643,133623.1286,119289.8945,103777.457,146719.3771,136023.5882,83848.98186,98718.91194,113989.8766,151207.813,95850.26908,119989.0425,,,183554.2137,118772.7735
7/1/2003,164456.8397,295144.9827,146760.0664,207188.7934,173885.3949,118235.5595,139974.3289,136892.0712,211376.4893,202251.1268,252424.6048,162475.1207,247612.0937,145896.8906,109493.1579,161014.5669,202849.6845,256250.7054,302420.6174,97830.79673,217548.6832,189814.8443,119696.9964,126139.666,202798.8225,176866.7357,141427.312,114654.172,178626.8132,173464.6308,104136.0646,147983.0522,226638.9187,92610.83791,96070.15517,118754.9348,134032.3998,119721.7841,104116.847,147758.1655,136548.3829,84264.0755,99233.97718,114269.8122,152886.5794,95954.39025,121072.7719,,,185100.2513,119021.3243
8/1/2003,166211.5274,299195.5724,148252.4592,209226.8641,175454.9496,118490.0969,140272.4363,137403.9756,214832.4801,204157.4037,255738.6957,163581.6579,250712.331,146249.1404,109777.0896,161930.1775,204191.1919,259718.1205,304610.4982,98254.23778,217740.3104,191713.1368,120021.9096,126606.3789,205532.6442,178063.2639,142553.5296,115125.5656,178777.4175,174579.4779,104597.2343,149451.3261,228819.8804,92867.72348,96352.40193,119415.246,134394.7181,120226.9101,104415.0443,148592.7667,137137.3983,84571.33844,99776.28527,114868.6305,154675.8275,96167.50014,122117.9789,,,186690.9352,119495.3069
9/1/2003,168024.3673,303695.2775,149801.7507,211433.5094,177138.7436,118720.9731,140593.1037,137952.0378,217950.4111,206253.9152,258876.23,164940.3707,253732.06,146628.8907,110085.3978,162952.1924,205572.8215,263100.5251,307008.8885,98704.45484,217990.9001,193947.5379,120355.067,127072.8614,208277.9268,179349.1181,143749.2708,115663.0376,178873.4114,175689.2264,105090.2299,151228.0313,231159.6055,93158.70505,96672.12371,120067.6705,134800.8049,120743.7104,104624.629,149268.9161,137638.7578,84833.41674,100388.073,115707.7821,156637.8814,96399.54302,123143.5647,,,188464.9445,120000.6044
10/1/2003,169870.6525,308078.3142,151371.357,213704.4653,178656.5729,118956.0796,140914.3173,138577.8912,220933.0256,208485.6986,261732.9699,166446.4075,257097.4153,147012.0071,110359.0661,163967.9537,206939.2368,267371.7812,309617.9097,99129.52083,218224.2284,196354.2948,120711.512,127519.1627,211035.8013,180551.8457,145013.4887,116150.5312,178982.1898,176836.7161,105590.7259,153244.453,233274.0561,93429.9178,97000.065,120756.9283,135145.5806,121247.2712,104903.3193,149963.5001,138149.4462,85026.04799,100899.5485,116689.8919,158690.4504,96787.47219,124113.0437,,,190208.6272,120597.9178
11/1/2003,171663.0828,312301.7227,152911.1231,215690.3654,180067.4276,119125.8085,141200.9562,139143.5616,223957.6941,210467.7594,264206.1796,167593.1621,260075.458,147351.462,110635.7078,164849.9291,208077.3126,271967.0029,312237.682,99532.55304,218576.0573,199177.5865,121040.297,127952.8414,213616.7603,181756.8394,145986.5257,116639.346,179160.5053,177871.8443,106054.5977,154584.6447,235595.136,93664.38299,97303.33882,121412.4369,135376.159,121668.7124,105155.8253,150619.7013,138716.3699,85299.22279,101197.3649,117414.6458,160366.2986,97063.85457,124991.6249,,,191783.2291,121085.5199
12/1/2003,173387.8214,316385.7882,154384.3312,217471.5012,181305.8871,119269.4909,141514.6089,139677.1303,227098.4394,212116.1696,266517.6149,168484.7786,262762.1962,147702.8985,110892.726,165611.5511,209234.7946,276076.9615,314687.5703,99895.4027,218960.6513,202103.2606,121346.1637,128389.0385,216021.2273,182913.6663,146777.8756,117112.1419,179358.3745,178862.5317,106485.8657,155636.5053,237801.4917,93888.61706,97570.56722,122077.1404,135648.4251,122043.6009,105417.571,151160.3109,139465.1191,85634.71708,101443.2916,117795.7434,161924.8035,97271.5019,125774.1739,,,193150.6944,121563.495
1/1/2004,174961.9134,320613.7829,155796.7023,219205.2803,181592.8095,119629.0214,141834.9599,140178.4727,229886.2255,213686.9262,268815.6353,169294.8272,265485.3263,148006.8745,111159.4052,166293.7476,210460.1379,279833.789,316976.855,100264.064,219302.9638,205368.9898,121636.2639,128798.7625,218216.1838,184012.1562,147429.632,117597.555,179545.7711,179649.6785,106827.8679,156532.2393,239903.2786,94151.65557,97805.04546,122671.3019,135965.7079,122360.0554,105575.3809,151614.388,140141.0333,86084.6868,101593.137,117968.9413,163467.8778,97439.6531,126468.1735,,,194526.9525,122026.5316
2/1/2004,176686.6074,325375.7434,157195.3567,220848.3618,182180.7758,120438.3233,142155.5846,140575.3981,232868.1594,215340.43,271180.1017,170178.4972,268388.9814,148311.7069,111412.613,167155.8567,211713.6969,284012.9781,319266.5375,100712.3839,219588.5437,208745.4046,121954.821,129228.3121,220521.543,185119.3469,148190.9584,118098.9106,179834.5998,180474.0568,107066.5879,157867.0428,241629.1537,94451.3535,98044.20263,123155.8433,136430.1271,122682.0918,105689.4777,152086.6413,140863.0412,86598.30999,101797.5752,118407.0334,165289.6637,97641.26778,127267.5697,,,195933.1361,122532.4164
3/1/2004,178693.9128,330807.2909,158727.7312,222225.6204,182598.0518,121719.4477,142442.4805,140956.8381,235706.0477,217084.0832,273787.8853,171090.0105,271859.3581,148607.0059,111696.2229,168204.6121,213031.7947,288652.3367,321644.5639,101227.8506,219921.3411,213540.0474,122307.7261,129681.2572,222842.2048,186203.5938,148974.3716,118649.8107,180165.3222,181438.1933,107284.9131,159302.1197,243279.6179,94736.51087,98256.73614,123524.7497,136967.0535,123009.3402,105834.7114,152710.4752,141412.584,87207.4784,102133.6263,118979.6039,167199.2547,97913.78171,128070.9469,,,197388.7219,123099.7912
4/1/2004,181096.9499,337042.5811,160475.0496,223594.3375,183675.3237,122990.7925,142739.287,141230.9579,238694.4901,218986.5719,276609.4278,172105.8837,275300.9491,149004.6883,111985.9527,169479.0775,214558.4751,293917.9871,324280.6494,101798.3934,220412.5401,218737.6744,122704.3305,130124.2927,225558.8261,187444.2741,149902.1546,119171.1093,180561.0646,182650.8726,107558.702,160860.225,245284.0277,95006.77131,98434.22242,123830.3023,137589.8324,123330.8341,105971.5416,153549.6669,141948.0944,87749.32313,102707.8096,119467.0418,169008.4665,98178.88417,128963.3805,,,199177.5904,123660.7417
5/1/2004,183974.7303,344221.9941,162520.6739,225205.3077,184844.6031,124041.3793,143036.8906,141584.7475,241918.3851,221144.9259,279912.7996,173243.8455,279397.9974,149446.0749,112343.2428,171031.2134,216518.3794,299201.7166,326975.0447,102333.4833,221052.9191,225270.3213,123105.3181,130682.0622,228661.6038,188758.3197,151078.8845,119765.8688,180777.3791,184160.935,107890.2673,162816.8686,247771.8809,95266.29284,98626.5284,124242.4252,138282.1521,123668.3121,106284.3663,154705.1089,142566.5509,88253.44132,103305.3719,120041.2437,171209.8145,98451.76804,130013.7449,,,201329.0263,124150.3668
6/1/2004,187256.8762,352234.323,164841.143,227192.8624,186240.0827,124715.6783,143399.3734,141960.9348,245708.4838,223446.0129,283513.9866,174557.1334,283845.9433,149890.4146,112790.5156,172770.6129,218799.4099,305813.9136,329527.8561,102867.9667,221727.3246,232254.2495,123527.8469,131314.1197,232465.4029,190214.1905,152457.3158,120311.7129,181000.1487,185846.212,108269.2103,164946.8928,250627.632,95524.04343,98860.17083,124749.4104,139087.4457,124020.8005,106673.5187,156128.4108,143444.6624,88735.04514,103796.1225,120805.3647,173693.7722,98703.57491,131253.5978,,,203948.0286,124690.3832
7/1/2004,190981.423,360425.8765,167419.0614,229428.0492,187712.2623,125345.992,143783.2688,142404.7253,249724.0779,225479.6683,287374.101,175825.166,289066.9781,150318.9001,113323.3869,,221113.9901,313077.0391,332105.2188,103385.5605,222347.0014,241558.855,123986.1752,132068.9523,236715.2685,191604.8277,154006.0587,120928.2562,181208.6643,187748.1668,108646.8326,166954.4084,253563.9397,95785.24377,99164.85808,125378.3713,139975.0198,124416.6678,107118.3437,157617.7263,144500.144,89353.98692,104098.3227,121843.7125,176431.7944,98999.83884,132709.1157,,,206661.3493,125235.5663
8/1/2004,194899.4943,368243.5037,170258.002,231727.4787,189064.1258,125919.324,144201.6259,142864.019,253451.3453,227422.2075,291378.3591,177225.5392,294024.4663,150810.0006,113830.3139,177522.5506,223346.5182,320416.0415,334735.3261,103928.0661,222910.391,250381.1583,124479.2453,132765.3049,241396.8475,192856.838,155327.7965,121449.8577,181437.1692,189630.4085,109055.1608,168338.5625,256375.8082,96100.13514,99463.29677,125952.5775,140823.7039,124788.4516,107528.0227,159130.0912,145452.973,90019.88264,104436.3939,122767.0245,178314.7473,99382.80337,134131.2843,,,209345.0305,125973.4697
9/1/2004,198823.1773,375647.0718,173140.7689,234148.4356,190691.8099,126566.6945,144650.2722,143314.7715,256591.2267,229236.3145,295333.4557,178585.6911,299685.4204,151346.2377,114295.6243,180044.4417,225427.5548,326595.9775,337835.3171,104484.055,223251.2282,260283.9276,124996.2654,133495.0364,246045.8532,194031.9795,156537.119,121824.8614,181610.0295,191442.9086,109438.1194,169556.2722,259101.0244,96484.91097,99757.84422,126448.2343,141565.8288,125147.3172,107824.4026,160541.2464,146178.2456,90682.28155,105335.8602,123586.8873,179773.8292,99891.55952,135551.4469,,,211866.0024,126653.168
10/1/2004,202307.9021,382757.6015,175910.1588,236527.4126,192350.8188,127169.0194,145137.039,143798.7819,259756.3083,231068.2677,299225.3649,180061.2263,306417.8317,151920.6972,114774.2719,182645.1737,227454.1215,332313.5542,340930.4015,105033.9915,223609.4975,268032.8199,125536.3762,134242.7398,250316.8555,195107.6097,157612.497,122090.1252,181722.5898,193138.3698,109833.5169,170987.2294,262056.4673,96904.898,100082.2519,126901.6062,142205.7154,125486.0688,108195.5334,161798.5691,146817.1918,91301.44019,106450.605,124278.995,180937.5668,100490.3195,136788.308,,,214576.8326,127331.3146
11/1/2004,205341.8252,389008.9746,178507.6548,238937.9172,194066.273,127707.8559,145636.7707,144241.5607,262711.2851,232956.1322,302840.9323,181325.733,313307.6556,152424.8254,115343.9948,185251.9882,229532.4164,337690.387,343844.9973,105565.0764,223921.5197,275070.8788,126055.2267,135039.9629,254235.7222,196108.1037,158711.353,122334.5645,181773.2224,194829.7967,110154.7572,172620.3851,265229.5768,97247.9887,100397.0269,127397.5742,142872.0432,125829.8038,108522.4376,162902.7117,147403.841,91907.81568,107567.2446,124932.884,182680.0995,100990.7116,138039.6395,,,217837.0502,127981.3365
12/1/2004,208258.4727,395048.6795,181154.4921,241241.7109,195679.0167,128178.7736,146131.7012,144668.6468,265779.3796,234907.7912,306224.2233,182560.3544,318485.4079,152866.4341,115959.4619,188367.6395,231847.6559,343730.6248,346286.4012,106070.5815,224431.3865,279898.521,126569.8276,135819.7914,257983.8118,197095.6852,159770.0883,122712.1559,181749.0148,196474.4653,110522.0887,174392.4218,268178.1289,97566.34089,100706.2848,127942.7586,143558.9272,126153.3618,108881.5341,164105.9736,148030.6397,92493.98943,108163.4265,125456.7473,184558.506,101349.0402,139261.7713,,,221874.0298,128613.2188
1/1/2005,211217.7025,400423.6454,183872.3902,243437.8695,197088.0973,128680.3228,146515.2387,145100.0238,268733.7787,236867.8645,309437.6805,183599.0614,320972.2919,153205.804,116488.3162,191740.9396,234230.6771,348753.9691,348506.6038,106677.2616,224998.4451,283773.6091,127047.3821,136583.2724,261754.8306,198270.4124,160442.6009,123145.2095,181704.7222,197970.8094,110834.1854,176085.6476,270497.3373,97915.51219,101014.9072,128468.3833,144373.1447,126497.2193,109510.7692,165324.7626,148641.1262,93132.84658,108684.8023,126080.5953,187103.9449,101559.6064,140520.8101,,,225210.7824,129032.4945
2/1/2005,214110.3442,406249.2828,186778.7815,245577.4933,198269.9111,129102.2938,146926.6204,145450.197,271638.6798,238703.1169,312490.3363,184739.2865,324427.1165,153522.2335,116904.3361,195862.6404,236377.2482,354446.7412,351103.6876,107389.9789,225439.8968,288969.6263,127608.2321,137341.196,265386.7889,199558.2123,160918.046,123567.2928,181905.5268,199569.8107,111184.074,177800.3285,272364.2484,98275.0622,101359.4079,128949.7541,145335.4139,126861.6873,110329.2664,166305.3894,149242.4069,93825.11932,109155.3548,126835.7698,189579.1106,101862.5776,141542.215,,162613.9084,227604.1184,129322.0305
3/1/2005,217181.0639,412372.9676,190037.4464,247546.1778,199181.1947,129478.2949,147312.0326,145773.8198,274240.428,240584.2661,315624.1406,185887.8817,329340.2756,153847.8261,117216.8511,200243.5796,238756.8217,360412.5311,353870.6269,108180.3186,225885.6161,294645.0405,128242.7094,138193.7337,268982.7456,200672.7145,161366.4911,124070.1502,182285.867,201511.6321,111491.425,179509.8924,274542.553,98619.01129,101774.6771,129405.7992,146539.2605,127235.378,111208.5094,167050.1444,150006.2159,94411.33521,109592.7344,127595.6694,191910.6998,102269.9138,142520.2081,,162597.067,229463.9165,129522.8031
4/1/2005,220676.7187,419277.9607,193878.106,249623.9105,200236.1152,129809.7157,147823.4761,146036.3442,277180.8559,242745.6626,319216.6256,187149.4545,335873.3918,154305.5349,117535.6968,205496.3567,241600.6709,368102.4801,356817.4299,108958.5333,226384.0385,302096.5617,128964.3539,139053.4976,273169.8532,201862.0623,162183.8089,124532.0959,182909.2946,204177.3596,111909.4692,181588.7385,277124.079,98927.68283,102217.1169,129870.3249,147765.1315,127588.2914,111759.692,167567.978,150849.5856,94929.51954,109918.477,128297.1085,193426.6314,102788.1266,143584.1946,,163122.6881,231681.0628,129977.521
5/1/2005,224865.2888,425994.6155,198163.6921,251830.2059,201748.6137,130170.2051,148368.929,146353.9944,279888.1077,244799.9972,323180.0975,188437.8488,341345.5626,154872.8612,117883.7444,211609.7566,244952.8472,376220.2926,359363.7899,109700.6814,227068.0841,307634.3087,129708.128,139926.1367,277933.0617,203092.9154,163286.5029,125056.3313,183485.456,207224.0921,112465.9395,183503.9359,280031.3519,99250.94992,102657.4026,130421.9536,149195.8577,127891.3245,112267.2238,168482.9771,151790.1838,95520.39269,110323.9252,128923.7342,194680.9321,103273.2451,144865.0601,,163937.5993,234859.1782,130506.4619
6/1/2005,229115.8622,432205.6355,202809.4686,254109.9393,203099.8216,130564.1666,149038.219,146606.3217,282297.8081,246549.5018,327374.1056,189736.6049,346367.7336,155520.3127,118312.202,219304.4122,248847.5447,385040.3504,361111.0695,110438.6329,227707.419,311966.7317,130493.4124,140834.7996,283456.5965,204335.6865,164543.9711,125441.9235,184142.1197,210612.9445,113162.0342,185215.8268,282941.6995,99545.46545,103060.12,131007.9301,151005.4354,128194.8147,112886.5764,169569.3465,152826.2185,96276.30317,110399.0295,129652.8666,195724.0188,103882.0829,146346.8444,,165061.3829,237509.8022,131242.0403
7/1/2005,233275.9423,438148.0933,207767.2294,256508.8658,204612.9189,130912.7986,149778.6201,146787.8633,284150.8118,247937.6892,331414.4364,190981.4468,351821.8175,156128.1395,118805.845,227989.1798,253135.8114,394167.9287,362159.696,111199.2945,228294.4376,314721.9416,131357.467,141908.3635,289412.2046,205323.5416,165835.7801,125867.7716,184908.7911,214188.0416,113931.542,186719.856,285773.7171,99840.79358,103449.7097,131608.4545,153218.763,128480.0148,113558.0321,171007.7553,154180.8342,97105.09092,110454.35,130346.2074,196816.6607,104438.7359,147932.3672,,166050.3375,239845.2091,132080.6881
8/1/2005,237029.6141,444175.953,212891.3251,259016.7073,206123.3935,131239.1104,150587.5282,146986.2804,286267.9391,249314.0161,335378.1952,192353.8635,358030.2613,156716.7615,119326.6464,236559.2226,257929.5166,403248.1701,362746.0685,111899.9273,228859.8694,318067.8901,132244.2945,143040.7081,295510.5632,206043.4985,167083.1972,126210.163,185836.7573,218081.8646,114642.3747,188429.1367,288724.5122,100142.6999,103825.53,132196.4012,155925.705,128790.0633,114086.3951,172211.5221,155802.4286,97607.84057,110484.2465,131136.0925,197856.1206,105173.4805,149593.7052,,167398.0994,241918.3055,133144.3723
9/1/2005,240737.5215,450231.4815,217913.5705,261649.7439,208035.6463,131565.7971,151378.6682,147230.4131,288645.2628,250748.86,339142.1121,193927.801,363952.6837,157304.7216,119864.3508,245229.5919,262506.9217,411815.2504,363726.704,112613.0989,229390.8169,320999.083,133117.5686,144146.4634,300786.5765,206806.7042,168177.7695,126571.2152,186878.7646,222137.3161,115229.199,190441.2245,291656.7909,100485.4741,104182.7728,132789.5486,158706.2545,129087.8425,114443.6267,173420.7043,157689.889,98003.77736,110845.8393,132026.7389,198987.4138,105939.163,151154.8402,,168985.0744,244575.4196,134219.8349
10/1/2005,244044.6797,456175.3363,222538.9719,264329.1635,210062.7772,131830.5769,152208.0981,147498.314,290987.6032,252173.234,342878.109,195640.9043,368561.8078,157892.9852,120496.7621,252789.8904,266648.0924,419012.91,364912.8677,113323.591,229990.0268,323215.6424,133925.6617,145185.4939,305471.3951,207545.1057,169084.9772,126892.0934,187984.3765,225994.0381,115653.9372,192485.7246,294654.1075,100799.2443,104472.0332,133416.1992,,129390.7907,114743.3546,174673.5678,159558.204,98306.49209,111076.1406,132894.5865,200013.8798,106930.673,152578.3784,,170745.1337,247678.3338,135426.4571
11/1/2005,247093.2516,460997.1305,226815.4322,266751.27,212026.9839,132140.0205,152992.0902,147720.6492,292781.5588,253477.7712,346471.9528,197004.6322,372634.7866,158465.4939,121279.2313,259743.554,270478.9606,425543.2897,365957.1273,114125.8754,230536.3511,324499.3552,134679.0103,146178.7496,309144.9234,208386.5403,169824.6874,127231.4068,189258.1799,229546.5863,116037.2905,194285.6003,297436.2988,101139.2164,104770.5396,134010.4395,168384.9533,129689.3292,114992.54,175904.5023,161418.7987,98791.4098,111113.1673,133489.2352,200905.4296,107779.0219,153884.4718,,172033.6314,250245.038,136622.256
12/1/2005,249611.468,465265.3086,230822.4746,269164.8207,214118.6251,132392.0191,153756.0158,147936.2667,294094.9358,254702.9461,349839.1896,198167.0052,376448.9236,159003.271,122146.5785,264498.285,274044.6818,432035.9609,366197.5523,114878.6374,231090.2522,325198.3746,135411.6769,147194.7824,312925.4333,209073.6838,170421.4471,127504.5621,190604.2035,233143.1313,116403.2227,195891.27,299762.764,101477.4153,105072.9673,134574.8981,172562.5161,129960.5855,115198.4037,177115.3557,163242.3485,99313.37669,111266.1614,133845.6691,201727.2235,108364.7794,155110.3667,,173178.2309,252403.7424,137923.2993
1/1/2006,251827.9383,468821.4271,234526.281,271274.511,215939.8322,132598.8154,154463.5496,148159.8671,294662.6692,255758.403,352708.7076,199183.896,380302.5577,159527.4894,123028.9978,266991.6784,277217.7069,439079.8008,366058.0498,115527.5759,231642.0606,325858.7622,136039.1398,148146.1408,315963.0605,209657.1858,170876.4594,127818.0936,191867.0092,236560.9843,116698.4925,197253.569,301487.1161,101836.1695,105385.6769,135040.0984,174707.134,130181.6655,115203.9178,178236.5952,164991.3662,99885.2635,111550.5642,134257.7506,202588.3601,108788.1741,156198.3745,,173930.7826,254390.46,139320.9089
2/1/2006,253984.7093,471984.2596,237962.5954,273204.331,217029.5353,132807.3911,155162.2075,148367.4452,295407.8439,256078.777,355423.3016,200296.8998,383591.9293,160056.1565,123906.151,270181.4117,280490.5366,446409.5001,365452.4111,116117.7865,232029.5463,326132.1,136706.8057,149283.3108,319020.0555,210136.8909,171327.0033,128150.9568,193214.2723,239668.3638,116931.6598,198605.6811,302349.0658,102259.1043,105669.1762,135450.8628,176389.2389,130359.153,115178.6148,179434.0319,166731.0945,100164.7124,111987.4237,134767.9187,203122.1282,109325.4277,157146.8091,,174979.0035,256674.4074,140748.4234
3/1/2006,256154.3798,474996.8879,241533.7028,274797.6646,217545.7279,133060.8965,155912.565,148484.4175,296518.5866,256089.9865,358111.5123,201434.8618,386928.9302,160559.1182,124874.2539,274159.3597,283860.3138,452358.1971,365052.1327,116699.2703,232348.2235,327800.4564,137394.0837,150352.8484,322174.5204,210520.8601,171714.6068,128604.7457,194718.6071,242685.7865,117133.1468,200156.2971,303666.5492,102754.7064,105947.3022,135805.7959,178292.6516,130520.9697,115046.81,180627.3303,168432.4734,100264.2127,112322.2654,135214.8716,203452.6613,110123.238,158036.8776,,176124.2793,259139.8633,142205.7196
4/1/2006,258127.7106,477701.7598,245509.5432,276181.588,218070.2586,133467.3535,156713.8243,148467.5306,298304.9971,256345.5003,361034.1617,202455.0662,389904.1641,161069.8785,125901.2357,278804.5178,287771.3635,458006.3923,364747.2601,117301.3395,232616.5202,330100.9254,138187.1518,151488.4682,325799.7425,210884.2343,172110.0332,129030.7148,196605.7463,246008.1217,117344.5675,201562.4579,305194.5393,103252.5855,106225.392,136156.8659,180923.3165,130692.5178,115031.8143,181950.5746,170473.2522,100177.2514,112678.1572,135452.5248,203365.3278,111107.6041,158978.8131,,177623.2542,261528.5776,143516.1431
5/1/2006,259570.3535,480389.5723,249322.4033,277488.8286,219260.6757,134023.3563,157584.3759,148334.2149,299394.6066,256845.1727,363804.174,203487.9879,392350.6184,161556.6526,126917.0121,281878.749,291718.8261,461564.8926,364513.6403,117874.4583,233130.7957,332704.3207,138978.529,152584.9708,329479.0235,211136.8,172437.4652,129454.1389,198647.5377,249733.0881,117570.856,202991.2934,307150.8948,103685.802,106479.4163,136495.0629,183711.8507,130867.7361,115152.6402,183665.424,172530.7053,100421.2707,112996.9193,135771.5546,203376.5291,111884.5735,160032.867,,179065.3926,263695.2277,144529.5867
6/1/2006,260573.1397,482248.6106,252514.6418,278838.9517,220652.0394,134639.6743,158452.9276,148112.8645,299788.7245,257233.6685,366206.688,204235.3955,393550.8088,162085.2641,127889.8576,283577.4359,295444.1233,464580.2275,363951.6175,118429.5388,233602.1933,333881.6957,139791.8422,153798.6063,332653.9966,211403.3448,172700.5206,129749.2191,201228.6628,253795.2892,117812.0343,204210.6842,308312.651,104079.094,106705.1682,136842.3638,187163.9867,131024.9038,115541.5268,185584.9747,174694.5198,100791.8579,113303.5573,136211.5518,203228.1033,112648.8311,161187.0715,,180530.2824,265439.7355,145394.7994
7/1/2006,261444.9725,482938.9231,254705.1989,280102.6721,222216.4276,135254.2759,159338.5412,147857.6705,299183.7301,257007.1888,367791.7231,204804.6082,393380.1597,162642.0996,128794.7538,283916.2082,298880.3584,466844.8561,362385.727,118954.7976,233887.9541,334215.9313,140611.7487,155051.2702,335521.6248,211431.3574,172866.0182,130000.0561,204416.6862,257583.4082,118103.6316,205394.2564,309120.5835,104469.6009,106903.0342,137198.0671,189735.4004,131165.3877,115999.4455,187618.1835,176586.5458,101158.6106,113621.3596,136793.748,203023.0112,113188.0347,162255.5423,,181936.5551,267039.1432,146110.546
